gameId,playId,nflId,maxSpeed
2020091309,1770,46729,9.97
2020091309,2091,45571,10.58
2020091309,2091,46729,7.88
2020091309,2091,47843,7.01
2020091309,2783,43495,10.16
2020091309,2783,45020,8.61
2020091309,2783,46724,8.74
2020091309,3960,43313,6.89
2020091309,3960,46239,8.74
2020091310,156,46132,8.33
2020091310,156,47877,9.71
2020091310,612,46132,8.54
2020091310,612,47877,9.09
2020091310,701,35471,9.31
2020091310,701,47888,9.77
2020091310,2046,35471,7.87
2020091310,2046,45648,8.36
2020091310,2046,46378,8.86
2020091310,2046,47888,8.74
2020091310,2626,43397,8.92
2020091310,2626,47877,9.42
2020091310,2772,35471,8.76
2020091310,2772,45648,6.83
2020091310,2772,46378,8.82
2020091310,2772,47888,8.45
2020091310,2861,43397,7.92
2020091310,2861,47877,10.13
2020091310,3198,43397,9.8
2020091310,3198,47877,9.97
2020091310,3298,35471,7.95
2020091310,3298,45648,7.85
2020091310,3298,46378,8.92
2020091310,3298,47888,8.35
2020091310,3790,35471,9.29
2020091310,3790,46378,8.43
2020091310,3790,47888,8.27
2020091310,3902,43397,9.59
2020091310,3902,47877,10.08
2020091311,405,41358,9.61
2020091311,405,44878,8.71
2020091311,405,46164,9.01
2020091311,569,41358,9.25
2020091311,569,44878,8.83
2020091311,569,46164,6.85
2020091311,854,43915,10.07
2020091311,854,47816,9.4
2020091311,986,41358,8.47
2020091311,986,44878,9.07
2020091311,986,46164,9.65
2020091311,1748,37078,8.95
2020091311,1748,47816,9.02
2020091311,2754,43915,8.51
2020091311,2754,46671,9.12
2020091311,2754,47816,9.78
2020091311,2935,46164,9.59
2020091311,2935,46354,7.43
2020091311,3143,43915,9.07
2020091311,3143,47816,7.41
2020091312,476,46456,9.17
2020091312,476,47862,7.5
2020091312,2553,46456,9.28
2020091312,2553,47862,7.64
2020091312,3018,46456,7.8
2020091312,3018,47862,9.3
2020091312,3018,52512,7.81
2020091312,3370,42094,9.4
2020091312,3370,43366,9.37
2020091312,3822,42094,9.94
2020091312,3822,43366,8.01
2020091312,3986,46456,6.19
2020091312,3986,47862,8.78
2020091312,4144,43478,9.36
2020091312,4144,52459,8.41
2020091400,243,47866,8.66
2020091400,243,52697,7.3
2020091400,438,43351,8.72
2020091400,438,43381,9.08
2020091400,1556,47866,9.34
2020091400,1556,52697,8.48
2020091400,1643,43351,9.41
2020091400,1787,47866,6.96
2020091400,1787,52697,9.11
2020091400,2236,43351,6.92
2020091400,2236,43381,8.76
2020091400,3055,47866,9.13
2020091400,3055,52697,8.84
2020091401,247,46220,10.31
2020091401,247,52764,9.11
2020091401,394,42513,8.95
2020091401,394,43554,10.14
2020091401,1008,46220,9.54
2020091401,1008,48447,9.54
2020091401,1008,52764,10.09
2020091401,2267,42006,7.1
2020091401,2267,43554,9.92
2020091401,2713,42513,8.81
2020091401,2713,43554,9.47
2020091401,2713,52651,9.25
2020091401,3522,46125,9.27
2020091401,3522,46220,10.41
2020091401,3522,52764,7.88
2020091401,3655,42006,7.25
2020091401,3655,43554,9
2020091401,3741,46125,8.22
2020091401,3741,46220,9.9
2020091401,3741,52764,6.61
2020091401,3865,42513,7.99
2020091401,3865,43554,9.47
2020091700,909,46122,10
2020091700,909,46672,8.61
2020091700,909,47902,8.35
2020091700,1324,43495,9.86
2020091700,1324,46724,8.98
2020091700,1453,46122,9.14
2020091700,1453,46672,8.98
2020092000,672,35583,7.52
2020092000,672,37212,6.86
2020092000,672,52571,9.62
2020092000,845,43381,9.24
2020092000,845,47891,8.46
2020092000,845,47963,9.56
2020092000,1237,43381,6.81
2020092000,1237,46680,8.44
2020092000,1237,47891,7.02
2020092000,1237,47963,8.46
2020092000,1428,41240,7.46
2020092000,1428,52458,9.94
2020092000,2010,37212,9.76
2020092000,2010,52571,9.48
2020092001,346,42094,10.14
2020092001,346,43366,8.65
2020092001,346,44872,8.86
2020092001,3116,42094,8.36
2020092001,3116,44872,9.81
2020092001,4564,42094,8.33
2020092001,4564,43366,8.79
2020092001,4564,45052,8
2020092001,4564,46277,8.91
2020092002,1546,46114,9.92
2020092002,1546,47968,9.63
2020092002,1823,43987,9.52
2020092002,1823,45657,9.26
2020092002,1930,43357,8.69
2020092002,1930,46114,9.43
2020092002,1930,47804,8.19
2020092002,1930,47968,9.07
2020092002,2427,46114,9.54
2020092002,2427,47968,9.21
2020092002,2683,43987,9.6
2020092002,2683,45657,7.01
2020092002,2837,44845,8.48
2020092002,2837,46087,7.93
2020092002,3873,43987,10.03
2020092002,3873,45657,9.21
2020092003,1005,41448,4.92
2020092003,1005,46349,5.4
2020092003,1005,52619,9.28
2020092003,1265,41448,8.89
2020092003,1265,46349,9.37
2020092003,1265,52619,9.69
2020092003,1477,46466,6.23
2020092003,1477,52439,7.59
2020092003,2411,42397,9.68
2020092003,2411,48000,9.55
2020092003,2411,52439,8.72
2020092003,2411,52613,8.39
2020092003,2803,41448,7.89
2020092003,2803,46349,8.52
2020092003,2803,48118,10.03
2020092003,2803,52619,10.21
2020092003,3288,41448,8.57
2020092003,3288,46349,8
2020092003,3288,52619,9.69
2020092004,144,45608,9.58
2020092004,144,48476,9.42
2020092004,279,37200,9.98
2020092004,279,46190,8.73
2020092004,1033,37200,10
2020092004,1033,46190,8.68
2020092004,1353,37200,7.62
2020092004,1353,46190,9.2
2020092004,1862,37200,10.45
2020092004,1862,46190,8.85
2020092004,1862,46223,9.02
2020092004,2025,45608,8.87
2020092004,2025,48476,9.37
2020092004,2654,45608,8.69
2020092004,2654,48476,8.95
2020092004,3071,45608,8.61
2020092004,3071,48476,8.77
2020092004,3716,37200,8.5
2020092004,3716,48487,8.89
2020092005,268,44878,9.09
2020092005,268,46354,6.67
2020092005,349,41356,9.45
2020092005,349,45395,9.49
2020092005,1932,41358,7.64
2020092005,1932,46164,9.99
2020092005,1932,48035,8.05
2020092005,2306,41358,8.85
2020092005,2306,46164,8.05
2020092005,2669,41356,8.72
2020092005,2669,45395,9.96
2020092005,2820,41358,9.42
2020092005,2820,46164,7.93
2020092005,2820,48035,7.2
2020092005,3318,41356,9.2
2020092005,3318,47979,9.41
2020092005,3476,41358,9.26
2020092005,3476,46164,6.05
2020092005,3476,48035,8.1
2020092005,3559,41356,9.77
2020092005,3559,47979,7.99
2020092006,965,43294,9.23
2020092006,965,47862,9.14
2020092006,1761,39984,7.83
2020092006,1761,46194,8.48
2020092006,1945,46456,7.81
2020092006,1945,47862,8.56
2020092006,1945,52607,7.22
2020092006,2196,43701,9.47
2020092006,2196,45021,10.23
2020092007,267,44906,8.51
2020092007,267,47866,10.36
2020092007,267,52697,8.65
2020092007,1025,42992,8.47
2020092007,1025,46125,7.7
2020092007,1025,46220,8.23
2020092007,1025,46369,9.19
2020092007,1431,42992,8.98
2020092007,1431,46220,9.36
2020092007,1589,47866,9.96
2020092007,1589,52697,9.8
2020092007,1975,42992,8.85
2020092007,1975,46220,9.07
2020092007,2287,47866,10.11
2020092007,2287,52697,8.38
2020092007,4058,42992,9.37
2020092007,4058,46220,9.99
2020092007,4058,46369,9.16
2020092008,139,46273,10.18
2020092008,139,52521,9.84
2020092008,859,43397,8.85
2020092008,859,47877,6.72
2020092008,859,47882,8.68
2020092008,1873,43397,9.71
2020092008,1873,47877,9.67
2020092008,1998,44965,8.78
2020092008,1998,46273,10.34
2020092008,1998,52521,9.15
2020092008,1998,52852,8.13
2020092008,2769,46273,9.03
2020092008,2769,52521,8.9
2020092008,3382,44911,9.43
2020092008,3382,52521,9.85
2020092009,1106,44855,8.98
2020092009,1106,48505,9.06
2020092009,1366,43554,8.59
2020092009,1366,52651,9.26
2020092009,1366,53074,8.3
2020092009,3650,44855,8.96
2020092009,3650,48505,8.84
2020092009,3779,42513,9.11
2020092009,3779,43554,9.76
2020092010,140,43915,8.76
2020092010,140,47816,9.26
2020092010,140,47922,8.57
2020092010,633,43915,10.04
2020092010,633,47816,9.66
2020092010,875,44893,8.09
2020092010,875,46310,9.9
2020092010,875,46329,9.13
2020092010,1187,37078,10.06
2020092010,1187,43915,9.93
2020092010,2158,38547,9.74
2020092010,2158,43915,9.82
2020092010,2348,44893,10.37
2020092010,2348,48010,9.64
2020092010,2494,37078,8.62
2020092010,2494,43915,6.8
2020092010,2725,46329,9.69
2020092010,2725,48010,9.89
2020092010,3701,46310,8.96
2020092010,3701,46329,9.06
2020092011,120,43393,9.27
2020092011,120,46187,10.29
2020092011,208,41316,9.55
2020092011,208,46312,8.91
2020092011,353,44828,10.09
2020092011,353,46187,7.94
2020092011,1823,41316,10.11
2020092011,1823,46312,9.78
2020092011,3835,36060,9.59
2020092011,3835,37100,7.32
2020092011,3835,42407,7.93
2020092011,3835,46187,9.89
2020092012,366,45571,9.5
2020092012,366,46729,9.03
2020092012,522,43986,6.75
2020092012,522,45369,10.5
2020092012,522,46193,6.55
2020092012,630,45571,8.68
2020092012,630,46729,8.48
2020092012,630,47843,8.73
2020092012,962,45571,9.31
2020092012,962,46729,8.49
2020092012,1066,45369,9.62
2020092012,1066,46193,7.33
2020092012,1066,52645,7.36
2020092012,1948,45571,10.18
2020092012,1948,46729,8.75
2020092012,2417,45571,8.84
2020092012,2417,46729,9.71
2020092012,4378,45369,10.26
2020092012,4378,52645,8.89
2020092013,1066,38707,9.38
2020092013,1066,46775,7.32
2020092013,1155,39232,10.01
2020092013,1155,47915,9.94
2020092013,1831,42899,5.94
2020092013,1831,46775,9.14
2020092013,3120,38707,9.79
2020092013,3120,41308,8.06
2020092013,3120,46775,8.17
2020092013,3120,47828,10.23
2020092013,3302,39232,8.41
2020092013,3302,46215,7.48
2020092013,3302,47915,9.47
2020092013,3886,38707,9.25
2020092013,3886,46775,9.62
2020092100,457,35471,8.21
2020092100,457,45648,8.11
2020092100,457,47888,9.2
2020092100,920,35471,9.36
2020092100,920,42421,8.44
2020092100,1015,41362,9.97
2020092100,1015,48241,10.12
2020092100,3352,41362,8.17
2020092100,3352,47823,8.53
2020092400,462,45608,7.02
2020092400,462,48495,7.86
2020092400,1676,48505,9.45
2020092400,1676,52631,8.28
2020092400,1883,45608,9.47
2020092400,1883,48495,8.04
2020092400,2070,45608,10.23
2020092400,2070,48495,8.91
2020092400,2277,48505,8.31
2020092400,2277,52631,8.77
2020092400,3005,44855,7.95
2020092400,3005,52631,8.89
2020092400,3441,44855,9.23
2020092400,3441,48505,7.9
2020092400,3441,52631,9.61
2020092700,836,37212,8.75
2020092700,836,52571,9.18
2020092700,944,46394,9.49
2020092700,944,52676,9.31
2020092700,944,52685,9.03
2020092700,1341,52676,8.92
2020092700,1341,52685,9.21
2020092700,1959,37212,10.33
2020092700,1959,46120,6.78
2020092700,1959,52571,8.2
2020092700,2074,52676,9.63
2020092700,2074,52685,10
2020092700,3044,41240,8.57
2020092700,3044,52458,9.12
2020092700,3130,46394,9.11
2020092700,3130,52676,9.09
2020092700,3130,52685,9.05
2020092700,3775,37212,8.02
2020092700,3775,52458,7.87
2020092700,3775,52571,8.56
2020092700,4200,37212,8.25
2020092700,4200,43413,8.01
2020092700,4200,52458,8.41
2020092700,4200,52571,8.73
2020092700,4452,37212,7.53
2020092700,4452,43413,6.21
2020092700,4452,52571,5.95
2020092701,2836,47862,9.88
2020092701,2836,52512,8.55
2020092702,218,44893,9.54
2020092702,218,48010,8.96
2020092702,433,46122,9.77
2020092702,433,46672,9.24
2020092702,623,44893,7.49
2020092702,623,46310,9.05
2020092702,623,48010,8.92
2020092702,1692,46122,8.15
2020092702,1692,46672,8.81
2020092702,1692,47902,8.69
2020092702,1817,44893,9.39
2020092702,1817,48010,9.32
2020092702,2201,46122,10.17
2020092702,2201,46672,8.81
2020092702,2201,47902,9.85
2020092702,2318,44893,9.47
2020092702,2318,46310,8.93
2020092702,2318,48010,8.74
2020092702,2318,52624,8.97
2020092703,307,42513,10.18
2020092703,307,43554,9.35
2020092703,443,48257,8.76
2020092703,443,52577,10.07
2020092703,1957,46466,8.79
2020092703,1957,48000,9.58
2020092703,2178,48257,9.29
2020092703,2178,52577,7.79
2020092703,2991,42513,8.72
2020092703,2991,43554,8.88
2020092703,3817,42513,7.56
2020092703,3817,43554,9.08
2020092703,3817,53074,7.91
2020092704,121,41362,9.41
2020092704,121,48241,8.85
2020092704,249,38707,9.93
2020092704,249,41308,10.16
2020092704,440,41362,8.53
2020092704,440,48241,10.21
2020092704,1542,38707,8.6
2020092704,1542,41308,9.34
2020092704,2805,38707,9.8
2020092704,2805,41308,9.88
2020092705,3210,41358,6.04
2020092705,3210,46164,9.41
2020092705,3210,48035,6.05
2020092706,191,43969,9.26
2020092706,191,52897,9.21
2020092706,444,39984,8.88
2020092706,444,43701,8.86
2020092706,977,43969,9.05
2020092706,977,52897,9.21
2020092706,1223,43969,9.53
2020092706,1223,52897,10.08
2020092706,1310,43495,9.86
2020092706,1310,45020,8.66
2020092706,1310,46724,10.08
2020092706,3435,43495,9.52
2020092706,3435,45020,8.52
2020092706,3435,46724,9.23
2020092706,4446,43969,8.1
2020092706,4446,52897,8.89
2020092706,4530,40032,7.79
2020092706,4530,43495,8.25
2020092706,4530,45020,9.45
2020092706,4530,46724,9.24
2020092706,4663,43969,6.93
2020092706,4663,47974,8.27
2020092706,4663,52535,8.3
2020092706,4663,52897,8.96
2020092706,4902,40032,7.6
2020092706,4902,43495,8.55
2020092706,4902,45020,8.89
2020092706,4902,46724,8.89
2020092706,5039,43969,8.19
2020092706,5039,47974,8.02
2020092706,5039,52535,9.93
2020092706,5039,52897,8.91
2020092706,5335,43495,8.74
2020092706,5335,46724,9.42
2020092707,129,47866,9.82
2020092707,129,52697,9.54
2020092707,810,47866,9.87
2020092707,810,52697,9.81
2020092707,921,41316,9.26
2020092707,921,46312,9.76
2020092707,1633,44906,8.89
2020092707,1633,47866,10.12
2020092707,1633,52697,8.88
2020092707,2623,44906,6.8
2020092707,2623,47866,8.54
2020092707,2623,52697,9.49
2020092707,2712,41316,9.28
2020092707,2712,46312,9.89
2020092707,2820,47866,9.55
2020092707,2820,52697,9.84
2020092707,2903,38852,7.39
2020092707,2903,41316,7.87
2020092707,2903,46312,10.88
2020092707,3552,44906,7.88
2020092707,3552,47866,7.7
2020092707,3552,52697,9.81
2020092708,1043,41448,8.33
2020092708,1043,46265,8.06
2020092708,1043,46349,7.29
2020092708,1594,41356,8.59
2020092708,1594,44971,9.32
2020092708,1811,41448,8.36
2020092708,1811,46265,9.11
2020092708,1811,46349,8.22
2020092708,2102,41356,9.03
2020092708,2102,44971,9.42
2020092708,2190,41448,7.82
2020092708,2190,46265,9.63
2020092708,2190,46349,7.38
2020092708,2556,41448,6.58
2020092708,2556,46265,8.91
2020092708,2556,46349,7.42
2020092708,2556,48118,8.77
2020092708,2665,41356,9.23
2020092708,2665,44971,9.2
2020092708,3050,41448,6.45
2020092708,3050,46265,7.49
2020092708,3050,46349,8.16
2020092708,3271,41356,9.5
2020092708,3271,44971,9.43
2020092709,121,45571,9.22
2020092709,121,46729,8.64
2020092709,213,44965,8.53
2020092709,213,46124,9.48
2020092709,213,52521,7.33
2020092709,213,52852,7.67
2020092709,2120,44911,9.04
2020092709,2120,52521,9.68
2020092709,2206,45571,8.87
2020092709,2206,46729,10.45
2020092709,2424,44911,7.27
2020092709,2424,52521,3.67
2020092709,2523,40755,8.18
2020092709,2523,44202,8.75
2020092709,2523,45571,9.15
2020092709,2523,46729,8.6
2020092709,3776,44202,8.06
2020092709,3776,45571,7.74
2020092709,3776,46729,8.53
2020092710,713,43044,9.1
2020092710,713,43915,9.98
2020092710,713,47922,8.94
2020092710,1222,43044,9.62
2020092710,1222,43915,9.29
2020092710,2498,43044,8.05
2020092710,2498,43915,9.52
2020092710,2498,47922,7.39
2020092710,3433,37078,9.24
2020092710,3433,47816,10.05
2020092710,3534,43987,9.47
2020092710,3534,46825,9.9
2020092710,3908,43987,9.43
2020092710,3908,46825,9.35
2020092711,229,47877,8.5
2020092711,229,53010,9.47
2020092711,431,47877,6.95
2020092711,431,47882,7.73
2020092711,431,53010,7.24
2020092711,597,42992,8.72
2020092711,597,46125,9.19
2020092711,684,47877,7.49
2020092711,684,47882,7.57
2020092711,684,53010,9.01
2020092711,1615,43757,8.74
2020092711,1615,47877,7.23
2020092711,1615,53010,9.45
2020092711,2309,42992,9.99
2020092711,2309,46125,9.25
2020092711,2619,46125,9.57
2020092711,2619,46369,9.35
2020092711,2703,47877,8.52
2020092711,2703,53010,8.67
2020092711,2835,42992,8.65
2020092711,2835,46125,9.7
2020092711,3388,47877,7.5
2020092711,3388,47882,8.12
2020092711,3388,53010,8.87
2020092711,3538,42992,8.1
2020092711,3538,46125,9.96
2020092712,119,42094,8.97
2020092712,119,45070,9.26
2020092712,119,48500,9.41
2020092712,782,42094,8.36
2020092712,782,45070,7.4
2020092712,782,48500,7.5
2020092712,1267,46711,9.73
2020092712,1267,47915,9.29
2020092712,1392,42094,9.85
2020092712,1392,45070,8.67
2020092712,1392,48500,7.89
2020092712,1488,46711,9.91
2020092712,1488,47915,9.11
2020092712,2302,42094,8.44
2020092712,2302,48500,9.68
2020092712,3005,44902,9.73
2020092712,3005,46215,9.27
2020092712,3168,42094,8.16
2020092712,3168,45070,8.19
2020092712,3168,48500,8.73
2020092712,3510,42094,8.44
2020092712,3510,48500,9.73
2020092712,3940,42094,9.37
2020092712,3940,48500,8.91
2020092713,128,44845,9.8
2020092713,128,46087,9.15
2020092713,990,43357,10.47
2020092713,990,46114,9.35
2020092713,990,47804,9.31
2020092713,990,47968,9.5
2020092713,1545,35471,8.81
2020092713,1545,42421,8.97
2020092713,3462,44845,7.72
2020092713,3462,46087,9.46
2020092800,710,43986,10.06
2020092800,710,45369,9.88
2020092800,1253,46187,9.11
2020092800,1253,53028,9.46
2020092800,1351,43986,8.59
2020092800,1351,45369,8.78
2020092800,1351,46193,9.18
2020092800,1724,43986,9.16
2020092800,1724,45369,10.08
2020100100,916,42992,8.56
2020100100,916,46125,9.2
2020100100,1203,42992,8.47
2020100100,1203,46125,8.36
2020100100,1203,46369,9.95
2020100100,1203,48447,8.23
2020100100,2517,41356,8.37
2020100100,2517,53054,8.35
2020100100,3216,42992,8.41
2020100100,3216,46125,9.64
2020100100,3216,48447,9.29
2020100400,169,52521,9.34
2020100400,698,52521,8.77
2020100400,1096,52521,8.9
2020100400,2111,44911,6.44
2020100400,2111,52521,6.2
2020100400,2315,43915,9.5
2020100400,2315,52945,8.87
2020100400,3549,44911,8.08
2020100400,3549,52521,9.71
2020100401,211,46265,8.59
2020100401,211,46349,8.1
2020100401,211,47817,8.3
2020100401,664,46265,9.63
2020100401,664,46349,8.82
2020100401,664,47817,9.29
2020100401,771,37212,9.25
2020100401,771,43413,8.31
2020100401,771,52571,9.37
2020100401,987,46265,7.7
2020100401,987,47817,7.91
2020100401,1182,37212,8.82
2020100401,1182,43413,9.13
2020100401,1182,52571,9.53
2020100401,1988,46265,8.97
2020100401,1988,47817,9.14
2020100401,2456,37212,8.36
2020100401,2456,43413,8.16
2020100401,2456,52571,9.73
2020100401,2563,46265,7.76
2020100401,2563,46349,6.44
2020100401,2563,47817,6.88
2020100401,2670,37212,9.27
2020100401,2670,52571,9.19
2020100401,2985,46265,6.83
2020100401,2985,46349,7.75
2020100401,2985,47817,8.01
2020100401,3367,46265,9.99
2020100401,3367,46349,9.1
2020100401,3367,47817,9.65
2020100401,3457,37212,8.61
2020100401,3457,52571,9.17
2020100402,239,48505,8.57
2020100402,239,52631,8.36
2020100402,2475,40032,8.03
2020100402,2475,43495,9.45
2020100402,2475,45020,8.54
2020100402,2475,46724,8.95
2020100402,2806,43495,9.11
2020100402,2806,46724,10.21
2020100403,128,46122,9.52
2020100403,128,46672,8.95
2020100403,1885,42359,8.78
2020100403,1885,46672,9.43
2020100403,2646,42359,8.38
2020100403,2646,46122,9.15
2020100403,3725,42094,9.1
2020100403,3725,46277,8.04
2020100403,3725,48500,9.13
2020100404,868,43942,9.17
2020100404,868,45648,9.2
2020100404,868,46378,7.29
2020100404,868,47888,7.12
2020100404,1674,43942,9.32
2020100404,1674,45648,10.32
2020100404,1674,46378,6.78
2020100404,1674,47888,7.67
2020100404,2018,43942,9.2
2020100404,2018,47888,8.89
2020100404,3072,42590,8.5
2020100404,3072,43987,8.75
2020100404,3243,43942,9.29
2020100404,3243,45648,9.17
2020100404,3243,46378,8.9
2020100404,3243,47888,5.6
2020100404,3330,42590,10.04
2020100404,3330,43533,9.06
2020100404,3330,43987,8.99
2020100405,303,46312,10.1
2020100405,303,47837,9.73
2020100405,388,42397,6.28
2020100405,388,46466,7.26
2020100405,388,52577,9.62
2020100405,388,52613,9.23
2020100405,755,46466,8.04
2020100405,755,52577,9.51
2020100405,2029,46312,9.83
2020100405,2029,47837,9.75
2020100405,2029,52549,9.25
2020100405,2880,46466,8.83
2020100405,2880,52497,9.18
2020100406,398,46392,9.92
2020100406,398,47915,10.05
2020100406,543,45186,9.78
2020100406,543,45608,10.27
2020100406,2797,42390,7.96
2020100406,2797,45186,9.52
2020100406,2797,45608,9.59
2020100407,817,44202,9.41
2020100407,817,46320,9.1
2020100407,817,48576,8.96
2020100407,930,43397,9.16
2020100407,930,47882,9.64
2020100407,930,53010,8.76
2020100407,1020,44202,7.67
2020100407,1020,46729,9.61
2020100407,1020,48576,9.28
2020100407,1020,48601,7.01
2020100407,2186,44202,10.05
2020100407,2186,46729,9.84
2020100407,2461,43397,8.57
2020100407,2461,47882,8.56
2020100407,2461,53010,8.64
2020100407,3531,43397,8.97
2020100407,3531,53010,9.86
2020100409,297,46187,8.34
2020100409,297,53028,9.44
2020100409,522,44893,9.36
2020100409,522,48010,9.47
2020100409,799,36060,6.58
2020100409,799,46187,9.1
2020100409,799,53028,5.94
2020100409,913,44893,8.21
2020100409,913,46178,7.61
2020100409,913,48010,8.04
2020100409,1935,36060,7.86
2020100409,1935,42407,8.83
2020100409,1935,46187,9.63
2020100409,1935,53028,8.58
2020100409,2548,36060,7.88
2020100409,2548,46187,9.29
2020100409,2548,53028,7.45
2020100409,2667,44893,7.9
2020100409,2667,48010,8.12
2020100409,3512,46187,8.65
2020100409,3512,53028,9.06
2020100410,127,46456,8.01
2020100410,127,47862,8.08
2020100410,127,52512,8.48
2020100410,609,46456,7.89
2020100410,609,47862,8.85
2020100410,609,52512,8.96
2020100410,918,43351,10.2
2020100410,918,46168,9.79
2020100410,1002,46456,8.42
2020100410,1002,47862,9.15
2020100410,1981,43351,8.31
2020100410,1981,46168,8.89
2020100410,2211,42816,7.53
2020100410,2211,43294,7.48
2020100410,2345,43351,9.42
2020100410,2345,46168,10.45
2020100410,2788,43351,8.08
2020100410,2788,46168,8.5
2020100410,2892,42816,7.89
2020100410,2892,46456,4.06
2020100410,3491,43351,8.22
2020100410,3491,46168,9.86
2020100410,3491,47963,9.76
2020100410,3491,52518,8.82
2020100412,2499,41362,8.56
2020100412,2499,47823,9.24
2020100412,2623,37200,8.43
2020100412,2623,42901,8.54
2020100412,2623,46190,6.09
2020100412,2623,46223,5.96
2020100412,3432,47912,9.45
2020100412,3432,48241,9.21
2020100412,3702,47912,9.87
2020100412,3702,48241,9.64
2020100413,119,40002,8.96
2020100413,119,48035,9.71
2020100413,212,45021,10.14
2020100413,212,52897,9.87
2020100413,482,45021,9.63
2020100413,482,52535,7.95
2020100413,482,52897,9.34
2020100413,1050,40002,10.01
2020100413,1050,46164,10.45
2020100413,1050,48035,8.71
